space,time,day,poi,tid,label
57.77592165 14.3014746833,721,Tuesday,996765,652540,106123
57.76534425 14.1996320833,797,Tuesday,114966,652540,106123
57.7809637833 14.1576906167,991,Tuesday,975977,652540,106123
57.78246766 14.16213905,652,Thursday,567771,652540,106123
57.7817026221 14.1566991806,683,Thursday,783345,652540,106123
57.77587045 14.1507847667,1031,Thursday,1112068,652540,106123
57.7821476 14.1425173667,1077,Thursday,859186,652540,106123
57.77587045 14.1507847667,654,Saturday,1112068,652544,106123
57.7817026221 14.1566991806,671,Saturday,783345,652544,106123
57.78306549 14.16070181,675,Saturday,362226,652544,106123
57.7809637833 14.1576906167,697,Saturday,975977,652544,106123
57.7867274833 14.2435984333,945,Saturday,173599,652544,106123
57.77587045 14.1507847667,926,Sunday,1112068,652544,106123
57.7722747636 14.2035198212,610,Monday,73043,652544,106123
57.77507948 14.20180672,665,Monday,620088,652544,106123
57.7644632167 14.0792175,1006,Tuesday,854529,652544,106123
57.7781159782 14.1562271118,811,Wednesday,179367,652544,106123
57.7644632167 14.0792175,1072,Wednesday,854529,652544,106123
57.7644632167 14.0792175,833,Thursday,854529,652544,106123
57.7781159782 14.1562271118,419,Saturday,179367,652545,106123
57.7644632167 14.0792175,967,Saturday,854529,652545,106123
57.7745730667 14.3041540333,886,Sunday,1082845,652545,106123
57.77592165 14.3014746833,886,Sunday,996765,652545,106123
57.773848233 14.416540367,990,Sunday,1304731,652545,106123
57.78120895 14.170360567,489,Tuesday,1317867,652545,106123
57.7800895345 14.1767084599,538,Tuesday,188720,652545,106123
57.78120895 14.170360567,553,Wednesday,1317867,652545,106123
57.7722747636 14.2035198212,655,Wednesday,73043,652545,106123
57.7717544833 14.2030265,655,Wednesday,173138,652545,106123
57.76330691 14.18649834,717,Wednesday,216712,652545,106123
57.7745730667 14.3041540333,1070,Wednesday,1082845,652545,106123
57.77592165 14.3014746833,1070,Wednesday,996765,652545,106123
57.77792155 14.17718851,719,Thursday,146255,652545,106123
57.7809637833 14.1576906167,862,Thursday,975977,652545,106123
57.76534425 14.1996320833,1119,Thursday,114966,652545,106123
57.7644632167 14.0792175,784,Friday,854529,652546,106123
57.7821476 14.1425173667,1049,Friday,859186,652546,106123
57.7809637833 14.1576906167,1159,Friday,975977,652546,106123
57.7812964969 14.1703033447,439,Saturday,1400168,652546,106123
57.7716396677 14.1757965088,619,Sunday,156866,652546,106123
57.7745730667 14.3041540333,652,Sunday,1082845,652546,106123
57.77592165 14.3014746833,652,Sunday,996765,652546,106123
57.7936972167 14.2603903167,972,Sunday,1330695,652546,106123
57.77792155 14.17718851,472,Monday,146255,652546,106123
57.7867274833 14.2435984333,606,Monday,173599,652546,106123
57.7812964969 14.1703033447,997,Monday,1400168,652546,106123
57.7811143333 14.16197515,1008,Monday,1052340,652546,106123
57.78192095 14.1608623833,1018,Monday,66269,652546,106123
57.7841538 14.1692366667,1087,Monday,1112514,652546,106123
57.7745730667 14.3041540333,880,Tuesday,1082845,652546,106123
57.77592165 14.3014746833,880,Tuesday,996765,652546,106123
57.7821196948 14.1648178142,510,Thursday,870449,652546,106123
57.739747 12.9400616167,837,Thursday,859078,652546,106123
57.7165441251 12.9261445999,982,Thursday,1125501,652546,106123
57.7745730667 14.3041540333,1064,Thursday,1082845,652546,106123
57.77592165 14.3014746833,1064,Thursday,996765,652546,106123
57.7781159782 14.1562271118,1198,Thursday,179367,652546,106123
61.0062668667 14.59475865,756,Saturday,263244,652549,106123
59.31504976 14.1482019424,674,Sunday,278155,652549,106123
57.7745730667 14.3041540333,866,Sunday,1082845,652549,106123
57.77592165 14.3014746833,866,Sunday,996765,652549,106123
57.77587045 14.1507847667,985,Monday,1112068,652549,106123
57.7809637833 14.1576906167,1100,Monday,975977,652549,106123
57.7867274833 14.2435984333,624,Tuesday,173599,652549,106123
57.77587045 14.1507847667,702,Tuesday,1112068,652549,106123
57.7805801 14.16290318,1101,Tuesday,756301,652549,106123
57.7807693949 14.1620089112,1105,Tuesday,640483,652549,106123
57.7809637833 14.1576906167,1114,Tuesday,975977,652549,106123
57.7867274833 14.2435984333,635,Wednesday,173599,652549,106123
57.7702800813 14.1530410749,767,Wednesday,640109,652549,106123
57.7809637833 14.1576906167,856,Wednesday,975977,652549,106123
57.7745730667 14.3041540333,949,Thursday,1082845,652549,106123
57.77592165 14.3014746833,949,Thursday,996765,652549,106123
57.7809637833 14.1576906167,1180,Thursday,975977,652549,106123
57.7745730667 14.3041540333,659,Friday,1082845,652550,106123
57.77592165 14.3014746833,659,Friday,996765,652550,106123
57.773848233 14.416540367,912,Friday,1304731,652550,106123
57.7611936833 14.1771053,913,Friday,173074,652550,106123
57.7809637833 14.1576906167,953,Friday,975977,652550,106123
57.7745730667 14.3041540333,976,Friday,1082845,652550,106123
57.77592165 14.3014746833,976,Friday,996765,652550,106123
58.0229798667 14.46802275,933,Saturday,1152557,652550,106123
58.0284180333 14.4566039667,973,Saturday,784320,652550,106123
57.781508103 14.1601098886,599,Monday,845180,652550,106123
57.7817137 14.1632958,683,Monday,1142102,652550,106123
57.7745730667 14.3041540333,831,Monday,1082845,652550,106123
57.77592165 14.3014746833,831,Monday,996765,652550,106123
57.78120895 14.170360567,541,Tuesday,1317867,652550,106123
57.7809637833 14.1576906167,1078,Tuesday,975977,652550,106123
57.7817026221 14.1566991806,505,Wednesday,783345,652550,106123
57.7883698833 14.27974025,876,Thursday,211711,652550,106123
57.78300476 14.16070735,619,Friday,745118,652551,106123
57.7745730667 14.3041540333,800,Friday,1082845,652551,106123
57.77592165 14.3014746833,800,Friday,996765,652551,106123
57.7809637833 14.1576906167,1048,Friday,975977,652551,106123
57.7781159782 14.1562271118,694,Saturday,179367,652551,106123
57.7817026221 14.1566991806,700,Saturday,783345,652551,106123
57.7867274833 14.2435984333,931,Saturday,173599,652551,106123
57.78120895 14.170360567,663,Sunday,1317867,652551,106123
57.77792155 14.17718851,966,Wednesday,146255,652551,106123
57.7716396677 14.1757965088,1059,Wednesday,156866,652551,106123
58.0229798667 14.46802275,765,Thursday,1152557,652551,106123
57.7611936833 14.1771053,718,Friday,173074,652552,106123
57.7722747636 14.2035198212,761,Friday,73043,652552,106123
57.77006042 14.20333606,761,Friday,477535,652552,106123
57.7787674 14.22056978,817,Saturday,185795,652552,106123
57.8013871667 14.14930255,861,Saturday,155884,652552,106123
57.7809637833 14.1576906167,971,Saturday,975977,652552,106123
57.7745730667 14.3041540333,569,Sunday,1082845,652552,106123
57.77592165 14.3014746833,569,Sunday,996765,652552,106123
57.7809637833 14.1576906167,1029,Sunday,975977,652552,106123
57.7780565734 14.1743248688,380,Monday,973320,652552,106123
57.781384017 14.1699231,604,Monday,1374775,652552,106123
57.7716396677 14.1757965088,1136,Monday,156866,652552,106123
57.7780565734 14.1743248688,349,Tuesday,973320,652552,106123
57.7780565734 14.1743248688,697,Tuesday,973320,652552,106123
57.7780565734 14.1743248688,963,Tuesday,973320,652552,106123
57.7745730667 14.3041540333,1103,Tuesday,1082845,652552,106123
57.77592165 14.3014746833,1103,Tuesday,996765,652552,106123
57.7716396677 14.1757965088,1164,Tuesday,156866,652552,106123
57.7809637833 14.1576906167,1175,Tuesday,975977,652552,106123
57.7780565734 14.1743248688,354,Wednesday,973320,652552,106123
57.7817026221 14.1566991806,625,Wednesday,783345,652552,106123
57.7780565734 14.1743248688,671,Wednesday,973320,652552,106123
57.7780565734 14.1743248688,250,Thursday,973320,652552,106123
57.78303535 14.1621589,647,Thursday,1512259,652552,106123
57.78120895 14.170360567,971,Thursday,1317867,652552,106123
57.7780565734 14.1743248688,266,Friday,973320,652553,106123
57.781384017 14.1699231,608,Friday,1374775,652553,106123
57.7780565734 14.1743248688,661,Friday,973320,652553,106123
57.7781159782 14.1562271118,410,Saturday,179367,652553,106123
57.7813536979 14.1561305523,418,Saturday,1377097,652553,106123
57.7722747636 14.2035198212,504,Saturday,73043,652553,106123
57.7745730667 14.3041540333,567,Saturday,1082845,652553,106123
57.77592165 14.3014746833,568,Saturday,996765,652553,106123
57.7809637833 14.1576906167,608,Saturday,975977,652553,106123
57.7780565734 14.1743248688,623,Saturday,973320,652553,106123
57.7745730667 14.3041540333,712,Sunday,1082845,652553,106123
57.77592165 14.3014746833,712,Sunday,996765,652553,106123
57.7716396677 14.1757965088,1006,Sunday,156866,652553,106123
57.7780565734 14.1743248688,348,Monday,973320,652553,106123
57.7722747636 14.2035198212,631,Monday,73043,652553,106123
57.773885854 14.2057138784,631,Monday,1026500,652553,106123
57.7780565734 14.1743248688,677,Monday,973320,652553,106123
57.7780565734 14.1743248688,376,Tuesday,973320,652553,106123
57.781384017 14.1699231,606,Tuesday,1374775,652553,106123
57.7780565734 14.1743248688,362,Wednesday,973320,652553,106123
57.781384017 14.1699231,623,Wednesday,1374775,652553,106123
57.7867274833 14.2435984333,1000,Wednesday,173599,652553,106123
57.7817838167 14.1703806667,257,Thursday,164115,652553,106123
57.7780565734 14.1743248688,331,Thursday,973320,652553,106123
57.7817137 14.1632958,638,Thursday,1142102,652553,106123
57.7780565734 14.1743248688,679,Thursday,973320,652553,106123
57.7745730667 14.3041540333,624,Friday,1082845,652554,106123
57.77592165 14.3014746833,625,Friday,996765,652554,106123
58.2269086333 14.6682999333,685,Friday,235346,652554,106123
58.91584755 17.36414775,826,Friday,201696,652554,106123
59.3301542629 18.048281781,959,Friday,1030454,652554,106123
59.3315750932 18.0447649956,1103,Friday,87441,652554,106123
59.3237341336 18.0702723793,597,Saturday,84182,652554,106123
59.3181923267 18.0628752708,674,Saturday,58909,652554,106123
59.317856017 18.0715038,696,Saturday,1196728,652554,106123
59.317584717 18.0717214149,724,Saturday,112437,652554,106123
59.3151400992 18.0730354786,762,Saturday,103266,652554,106123
59.3151154613 18.0717480183,785,Saturday,927713,652554,106123
59.3232778514 18.0971860886,1105,Saturday,69244,652554,106123
59.3237639167 18.095175,1271,Saturday,997950,652554,106123
59.3217834758 18.0731856823,1285,Saturday,1586471,652554,106123
59.3120602197 18.0737543106,1317,Saturday,79536,652554,106123
59.3119616589 18.0736255646,1340,Saturday,285550,652554,106123
59.3298293379 18.0428552628,510,Sunday,64749,652554,106123
58.7303336833 16.4106755667,663,Sunday,134776,652554,106123
57.7780565734 14.1743248688,362,Monday,973320,652554,106123
57.7837503388 14.1638660431,616,Monday,167865,652554,106123
57.7817137 14.1632958,662,Monday,1142102,652554,106123
57.7780565734 14.1743248688,694,Monday,973320,652554,106123
57.7809637833 14.1576906167,925,Monday,975977,652554,106123
57.7817838167 14.1703806667,242,Tuesday,164115,652554,106123
57.7780565734 14.1743248688,344,Tuesday,973320,652554,106123
57.7817137 14.1632958,643,Tuesday,1142102,652554,106123
57.7809637833 14.1576906167,924,Tuesday,975977,652554,106123
57.7798349804 14.2240601778,1160,Tuesday,3281752,652554,106123
57.7780565734 14.1743248688,377,Wednesday,973320,652554,106123
57.784353894 14.16277948,420,Wednesday,2967819,652554,106123
57.7837503388 14.1638660431,653,Wednesday,167865,652554,106123
57.7780565734 14.1743248688,731,Wednesday,973320,652554,106123
57.7809637833 14.1576906167,843,Wednesday,975977,652554,106123
57.7867274833 14.2435984333,1023,Wednesday,173599,652554,106123
57.7780565734 14.1743248688,360,Thursday,973320,652554,106123
57.77592165 14.3014746833,569,Thursday,996765,652554,106123
57.7780565734 14.1743248688,581,Thursday,973320,652554,106123
57.7817137 14.1632958,652,Thursday,1142102,652554,106123
57.7798349804 14.2240601778,1175,Thursday,3281752,652554,106123
57.7780565734 14.1743248688,348,Friday,973320,652556,106123
57.7728183053 14.1980051994,647,Friday,73258,652556,106123
57.7780565734 14.1743248688,651,Friday,973320,652556,106123
57.7798349804 14.2240601778,698,Saturday,3281752,652556,106123
57.7809637833 14.1576906167,911,Sunday,975977,652556,106123
57.7780565734 14.1743248688,353,Monday,973320,652556,106123
57.7817137 14.1632958,652,Monday,1142102,652556,106123
57.7780565734 14.1743248688,362,Tuesday,973320,652556,106123
57.7817137 14.1632958,645,Tuesday,1142102,652556,106123
58.7488135416 16.9211339951,924,Tuesday,560640,652556,106123
58.9168092 17.95897203,1039,Tuesday,468128,652556,106123
58.2269086333 14.6682999333,825,Wednesday,235346,652556,106123
57.7809637833 14.1576906167,888,Wednesday,975977,652556,106123
57.7780565734 14.1743248688,351,Thursday,973320,652556,106123
57.7809637833 14.1576906167,931,Thursday,975977,652556,106123
57.7745730667 14.3041540333,381,Friday,1082845,652557,106123
57.77592165 14.3014746833,381,Friday,996765,652557,106123
57.7780565734 14.1743248688,395,Friday,973320,652557,106123
57.781384017 14.1699231,604,Friday,1374775,652557,106123
57.7745730667 14.3041540333,938,Friday,1082845,652557,106123
57.77592165 14.3014746833,938,Friday,996765,652557,106123
57.7809637833 14.1576906167,1090,Friday,975977,652557,106123
57.6700281167 13.4300119333,529,Saturday,263328,652557,106123
57.7745730667 14.3041540333,665,Sunday,1082845,652557,106123
57.77592165 14.3014746833,665,Sunday,996765,652557,106123
57.7717544833 14.2030265,932,Sunday,173138,652557,106123
57.7780565734 14.1743248688,358,Monday,973320,652557,106123
57.7837503388 14.1638660431,611,Monday,167865,652557,106123
57.7817137 14.1632958,648,Monday,1142102,652557,106123
57.7780565734 14.1743248688,359,Tuesday,973320,652557,106123
57.7716396677 14.1757965088,1103,Tuesday,156866,652557,106123
57.7619572167 14.15066845,1119,Tuesday,198403,652557,106123
57.7780565734 14.1743248688,349,Wednesday,973320,652557,106123
57.7817137 14.1632958,632,Wednesday,1142102,652557,106123
57.7798149592 14.1615700722,1068,Wednesday,943918,652557,106123
57.7798349804 14.2240601778,1211,Thursday,3281752,652557,106123
57.7780565734 14.1743248688,376,Friday,973320,652558,106123
57.7845055 14.1644391667,487,Friday,184850,652558,106123
57.6534682167 14.6920172667,524,Friday,604884,652558,106123
55.6786220912 12.5660294003,719,Friday,798006,652558,106123
55.6794565991 12.5912406343,863,Friday,1114652,652558,106123
56.15792334 13.75582861,955,Saturday,795631,652558,106123
57.65526711 14.69559955,1030,Saturday,608507,652558,106123
57.7844683167 14.1621466333,1074,Saturday,124276,652558,106123
57.78300476 14.16070735,1079,Saturday,745118,652558,106123
57.7809637833 14.1576906167,1086,Saturday,975977,652558,106123
57.7745730667 14.3041540333,850,Sunday,1082845,652558,106123
57.77592165 14.3014746833,850,Sunday,996765,652558,106123
57.7877915167 14.1303722833,575,Monday,362264,652558,106123
57.7780565734 14.1743248688,356,Tuesday,973320,652558,106123
57.7780565734 14.1743248688,363,Wednesday,973320,652558,106123
57.7780565734 14.1743248688,354,Thursday,973320,652558,106123
57.781384017 14.1699231,626,Thursday,1374775,652558,106123
57.7716396677 14.1757965088,1021,Thursday,156866,652558,106123
57.7780565734 14.1743248688,360,Friday,973320,652559,106123
57.78303535 14.1621589,627,Friday,1512259,652559,106123
57.7809637833 14.1576906167,844,Friday,975977,652559,106123
57.7883698833 14.27974025,894,Friday,211711,652559,106123
57.7745730667 14.3041540333,955,Friday,1082845,652559,106123
57.77592165 14.3014746833,955,Friday,996765,652559,106123
57.7809637833 14.1576906167,1071,Friday,975977,652559,106123
57.7807693949 14.1620089112,1096,Friday,640483,652559,106123
57.78462678 14.15986865,414,Saturday,1188411,652559,106123
57.7611936833 14.1771053,626,Sunday,173074,652559,106123
57.7798349804 14.2240601778,664,Sunday,3281752,652559,106123
57.7734126 14.2068483167,736,Sunday,532775,652559,106123
57.7722747636 14.2035198212,644,Tuesday,73043,652559,106123
57.773885854 14.2057138784,644,Tuesday,1026500,652559,106123
57.7867274833 14.2435984333,925,Tuesday,173599,652559,106123
57.7780565734 14.1743248688,363,Wednesday,973320,652559,106123
57.7780565734 14.1743248688,362,Thursday,973320,652559,106123
57.7834006872 14.1624921369,613,Thursday,606888,652559,106123
57.78303535 14.1621589,651,Thursday,1512259,652559,106123
57.65381491 12.01755559,722,Friday,385114,652704,106154
57.6536332139 12.0137858391,737,Friday,269427,652704,106154
57.7207957667 11.9524489333,645,Saturday,393376,652704,106154
57.7279076 11.9338389,1343,Saturday,704131,652704,106154
57.73275738 11.9277603,809,Sunday,433850,652704,106154
57.7279076 11.9338389,899,Sunday,704131,652704,106154
57.7293260167 11.9269945833,946,Sunday,338904,652704,106154
57.7279076 11.9338389,1148,Sunday,704131,652704,106154
57.73275738 11.9277603,561,Monday,433850,652704,106154
57.65917235 12.01688635,633,Monday,499211,652704,106154
57.6555102486 12.0183992386,1115,Monday,485232,652704,106154
57.65917235 12.01688635,447,Tuesday,499211,652704,106154
57.6555561333 12.01932355,683,Tuesday,719578,652704,106154
57.7157436 12.00404345,1119,Tuesday,108869,652704,106154
57.6555561333 12.01932355,411,Wednesday,719578,652704,106154
57.6555561333 12.01932355,621,Wednesday,719578,652704,106154
57.6555561333 12.01932355,430,Thursday,719578,652704,106154
57.73275738 11.9277603,958,Thursday,433850,652704,106154
57.7279076 11.9338389,1016,Thursday,704131,652704,106154
